Brand,Year,Card Number,Player,Team,Price,Avg Ebay Price,All Card Data,Count,Median Listed Price,Cheapest Price,Most Expensive Price,Buy It Now Count,Buy It Now Avg,Auct Count,Act Avg,Query,Confidence level,,,Rarity,,
Topps Archive (1991),1953,5,Joe Dobson,Chicago White Sox,$0.20,$1.79,Topps Archive (1991)|1953|5|Joe Dobson|Chicago White Sox,16,$1.99,$1.00,$2.88,16,$1.79,$0.00,N/A,Query: 1953 Topps Archive (1991) Joe Dobson | Found: 26 | Used: 16 | API: 1 | Outliers: 0,High Confidence,Market Data,10/25/2025,Uncommon,0.4x,Moderate (±28%)
Stadium Club,1991,62,Dave Stieb,Toronto Blue Jays,$0.31,$1.60,Stadium Club|1991|62|Dave Stieb|Toronto Blue Jays,42,$1.69,$0.99,$3.00,42,$1.60,$0.00,N/A,Query: 1991 Stadium Club Dave Stieb (broad) | Found: 85 | Used: 42 | API: 2 | Outliers: 7,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±31%)
Stadium Club,1991,68,Joe Oliver,Cincinnati Reds,$0.33,$1.81,Stadium Club|1991|68|Joe Oliver|Cincinnati Reds,24,$1.79,$1.29,$2.25,24,$1.81,$0.00,N/A,Query: 1991 Stadium Club Joe Oliver (broad) | Found: 57 | Used: 24 | API: 2 | Outliers: 7,High Confidence,Market Data,10/26/2025,Common,3.6x,Stable (±12%)
Stadium Club,1991,70,Ozzie Guillen,Chicago White Sox,$0.40,$1.66,Stadium Club|1991|70|Ozzie Guillen|Chicago White Sox,41,$1.65,$0.99,$3.00,41,$1.66,$0.00,N/A,Query: 1991 Stadium Club Ozzie Guillen (broad) | Found: 77 | Used: 41 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Volatile (±40%)
Stadium Club,1991,70,Ozzie Guillen,Chicago White Sox,$0.40,$1.66,Stadium Club|1991|70|Ozzie Guillen|Chicago White Sox,41,$1.65,$0.99,$3.00,41,$1.66,$0.00,N/A,Query: 1991 Stadium Club Ozzie Guillen (broad) | Found: 77 | Used: 41 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Volatile (±40%)
Stadium Club,1991,73,Derrick May,Chicago Cubs,$0.33,$1.61,Stadium Club|1991|73|Derrick May|Chicago Cubs,22,$1.69,$0.99,$2.25,22,$1.61,$0.00,N/A,Query: 1991 Stadium Club Derrick May (broad) | Found: 55 | Used: 22 | API: 2 | Outliers: 5,High Confidence,Market Data,10/26/2025,Common,3.2x,Moderate (±23%)
Stadium Club,1991,78,Pete Incaviglia,Texas Rangers,$0.33,$1.67,Stadium Club|1991|78|Pete Incaviglia|Texas Rangers,26,$1.69,$0.99,$2.50,26,$1.67,$0.00,N/A,Query: 1991 Stadium Club Pete Incaviglia (broad) | Found: 52 | Used: 26 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Moderate (±24%)
Stadium Club,1991,80,Randy Milligan,Baltimore Orioles,$0.33,$1.48,Stadium Club|1991|80|Randy Milligan|Baltimore Orioles,25,$1.69,$0.99,$2.07,25,$1.48,$0.00,N/A,Query: 1991 Stadium Club Randy Milligan (broad) | Found: 51 | Used: 25 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.0x,Moderate (±26%)
Stadium Club,1991,83,Tim Naehring,Boston Red Sox,$0.30,$1.58,Stadium Club|1991|83|Tim Naehring|Boston Red Sox,22,$1.69,$0.99,$2.40,22,$1.58,$0.00,N/A,Query: 1991 Stadium Club Tim Naehring (broad) | Found: 51 | Used: 22 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,3.2x,Moderate (±25%)
Stadium Club,1991,85,Joe Magrane,St. Louis Cardinals,$0.34,$1.55,Stadium Club|1991|85|Joe Magrane|St. Louis Cardinals,29,$1.69,$0.99,$2.25,29,$1.55,$0.00,N/A,Query: 1991 Stadium Club Joe Magrane (broad) | Found: 56 | Used: 29 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±24%)
Stadium Club,1991,86,Howard Johnson,New York Mets,$0.33,$1.62,Stadium Club|1991|86|Howard Johnson|New York Mets,52,$1.69,$0.99,$3.00,52,$1.62,$0.00,N/A,Query: 1991 Stadium Club Howard Johnson (broad) | Found: 100 | Used: 52 | API: 2 | Outliers: 3,High Confidence,Market Data,10/26/2025,Common,3.2x,Moderate (±34%)
Stadium Club,1991,91,Terry Kennedy,San Francisco Giants,$0.33,$1.48,Stadium Club|1991|91|Terry Kennedy|San Francisco Giants,27,$1.69,$0.99,$2.25,27,$1.48,$0.00,N/A,Query: 1991 Stadium Club Terry Kennedy (broad) | Found: 54 | Used: 27 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.0x,Moderate (±27%)
Stadium Club,1991,96,Bobby Witt,Texas Rangers,$0.30,$1.57,Stadium Club|1991|96|Bobby Witt|Texas Rangers,21,$1.69,$0.63,$2.99,21,$1.57,$0.00,N/A,Query: 1991 Stadium Club Bobby Witt (broad) | Found: 52 | Used: 21 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±32%)
Stadium Club,1991,96,Bobby Witt,Texas Rangers,$0.30,$1.57,Stadium Club|1991|96|Bobby Witt|Texas Rangers,21,$1.69,$0.63,$2.99,21,$1.57,$0.00,N/A,Query: 1991 Stadium Club Bobby Witt (broad) | Found: 52 | Used: 21 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±32%)
Stadium Club,1991,112,Chuck Crim,Milwaukee Brewers,$0.33,$1.61,Stadium Club|1991|112|Chuck Crim|Milwaukee Brewers,29,$1.69,$0.99,$2.25,29,$1.61,$0.00,N/A,Query: 1991 Stadium Club Chuck Crim (broad) | Found: 56 | Used: 29 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±23%)
Stadium Club,1991,119,John Burkett,San Francisco Giants,$0.30,$1.58,Stadium Club|1991|119|John Burkett|San Francisco Giants,26,$1.69,$0.99,$2.24,26,$1.58,$0.00,N/A,Query: 1991 Stadium Club John Burkett (broad) | Found: 52 | Used: 26 | API: 2 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±24%)
Stadium Club,1991,128,Mike Fitzgerald,Montreal Expos,$0.30,$1.65,Stadium Club|1991|128|Mike Fitzgerald|Montreal Expos,26,$1.69,$0.99,$2.99,26,$1.65,$0.00,N/A,Query: 1991 Stadium Club Mike Fitzgerald (broad) | Found: 51 | Used: 26 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,3.3x,Moderate (±29%)
Stadium Club,1991,130,Greg Briley,Seattle Mariners,$0.33,$1.59,Stadium Club|1991|130|Greg Briley|Seattle Mariners,33,$1.69,$0.99,$2.99,33,$1.59,$0.00,N/A,Query: 1991 Stadium Club Greg Briley (broad) | Found: 59 | Used: 33 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±29%)
Stadium Club,1991,142,Dennis Boyd,Montreal Expos,$0.33,$1.56,Stadium Club|1991|142|Dennis Boyd|Montreal Expos,24,$1.69,$0.99,$2.25,24,$1.56,$0.00,N/A,Query: 1991 Stadium Club Dennis Boyd | Found: 46 | Used: 24 | API: 1 | Outliers: 2,High Confidence,Market Data,10/26/2025,Common,3.1x,Moderate (±23%)
Stadium Club,1991,148,Bill Doran,Cincinnati Reds,$0.33,$1.50,Stadium Club|1991|148|Bill Doran|Cincinnati Reds,24,$1.61,$0.99,$2.15,24,$1.50,$0.00,N/A,Query: 1991 Stadium Club Bill Doran | Found: 48 | Used: 24 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.0x,Moderate (±23%)
Stadium Club,1991,169,Dennis Rasmussen,San Diego Padres,$0.33,$1.54,Stadium Club|1991|169|Dennis Rasmussen|San Diego Padres,23,$1.69,$0.99,$2.15,23,$1.54,$0.00,N/A,Query: 1991 Stadium Club Dennis Rasmussen (broad) | Found: 53 | Used: 23 | API: 2 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±23%)
Stadium Club,1991,174,Otis Nixon,Montreal Expos,$0.33,$1.68,Stadium Club|1991|174|Otis Nixon|Montreal Expos,33,$1.79,$0.99,$2.15,33,$1.68,$0.00,N/A,Query: 1991 Stadium Club Otis Nixon (broad) | Found: 82 | Used: 33 | API: 2 | Outliers: 12,High Confidence,Market Data,10/26/2025,Common,3.4x,Moderate (±22%)
Stadium Club,1991,213,Hector Villanueva,Chicago Cubs,$0.34,$1.50,Stadium Club|1991|213|Hector Villanueva|Chicago Cubs,23,$1.65,$0.99,$2.99,23,$1.50,$0.00,N/A,Query: 1991 Stadium Club Hector Villanueva (broad) | Found: 53 | Used: 23 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,3.0x,Moderate (±34%)
Stadium Club,1991,219,Mark Guthrie,Minnesota Twins,$0.30,$1.56,Stadium Club|1991|219|Mark Guthrie|Minnesota Twins,27,$1.69,$0.99,$2.07,27,$1.56,$0.00,N/A,Query: 1991 Stadium Club Mark Guthrie (broad) | Found: 54 | Used: 27 | API: 2 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±22%)
Stadium Club,1991,231,Carney Lansford,Oakland Athletics,$0.39,$1.68,Stadium Club|1991|231|Carney Lansford|Oakland Athletics,19,$1.69,$1.25,$2.09,19,$1.68,$0.00,N/A,Query: 1991 Stadium Club Carney Lansford | Found: 47 | Used: 19 | API: 1 | Outliers: 6,High Confidence,Market Data,10/26/2025,Uncommon,3.4x,Stable (±13%)
Stadium Club,1991,231,Carney Lansford,Oakland Athletics,$0.39,$1.68,Stadium Club|1991|231|Carney Lansford|Oakland Athletics,19,$1.69,$1.25,$2.09,19,$1.68,$0.00,N/A,Query: 1991 Stadium Club Carney Lansford | Found: 47 | Used: 19 | API: 1 | Outliers: 6,High Confidence,Market Data,10/26/2025,Uncommon,3.4x,Stable (±13%)
Stadium Club,1991,235,Tom Browning,Cincinnati Reds,$0.34,$1.59,Stadium Club|1991|235|Tom Browning|Cincinnati Reds,30,$1.69,$0.99,$2.50,30,$1.59,$0.00,N/A,Query: 1991 Stadium Club Tom Browning (broad) | Found: 65 | Used: 30 | API: 2 | Outliers: 2,High Confidence,Market Data,10/26/2025,Common,3.2x,Moderate (±26%)
Stadium Club,1991,240,Mark Gubicza,Kansas City Royals,$0.33,$1.46,Stadium Club|1991|240|Mark Gubicza|Kansas City Royals,28,$1.49,$0.99,$2.25,28,$1.46,$0.00,N/A,Query: 1991 Stadium Club Mark Gubicza (broad) | Found: 53 | Used: 28 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,2.9x,Moderate (±27%)
Stadium Club,1991,242,Alvaro Espinoza,New York Yankees,$0.32,$1.67,Stadium Club|1991|242|Alvaro Espinoza|New York Yankees,23,$1.69,$0.99,$2.99,23,$1.67,$0.00,N/A,Query: 1991 Stadium Club Alvaro Espinoza | Found: 47 | Used: 23 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Moderate (±32%)
Stadium Club,1991,247,Joe Girardi,Chicago Cubs,$0.32,$1.89,Stadium Club|1991|247|Joe Girardi|Chicago Cubs,32,$1.79,$0.99,$3.11,32,$1.89,$0.00,N/A,Query: 1991 Stadium Club Joe Girardi (broad) | Found: 58 | Used: 32 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,3.8x,Moderate (±34%)
Stadium Club,1991,251,Mariano Duncan,Cincinnati Reds,$0.25,$1.66,Stadium Club|1991|251|Mariano Duncan|Cincinnati Reds,24,$1.75,$0.99,$2.25,24,$1.66,$0.00,N/A,Query: 1991 Stadium Club Mariano Duncan (broad) | Found: 52 | Used: 24 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Moderate (±21%)
Stadium Club,1991,257,Gregg Jefferies,New York Mets,$0.33,$1.82,Stadium Club|1991|257|Gregg Jefferies|New York Mets,32,$1.69,$0.99,$3.00,32,$1.82,$0.00,N/A,Query: 1991 Stadium Club Gregg Jefferies (broad) | Found: 55 | Used: 32 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,3.6x,Moderate (±33%)
Stadium Club,1991,260,Zane Smith,Pittsburgh Pirates,$0.30,$1.67,Stadium Club|1991|260|Zane Smith|Pittsburgh Pirates,32,$1.69,$0.99,$3.00,32,$1.67,$0.00,N/A,Query: 1991 Stadium Club Zane Smith (broad) | Found: 68 | Used: 32 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Moderate (±37%)
Stadium Club,1991,284,Dave Henderson,Oakland Athletics,$0.32,$1.62,Stadium Club|1991|284|Dave Henderson|Oakland Athletics,45,$1.69,$0.99,$2.99,45,$1.62,$0.00,N/A,Query: 1991 Stadium Club Dave Henderson (broad) | Found: 86 | Used: 45 | API: 2 | Outliers: 4,High Confidence,Market Data,10/26/2025,Common,3.2x,Moderate (±35%)
Stadium Club,1991,289,Greg Myers,Toronto Blue Jays,$0.30,$1.50,Stadium Club|1991|289|Greg Myers|Toronto Blue Jays,27,$1.69,$0.99,$2.25,27,$1.50,$0.00,N/A,Query: 1991 Stadium Club Greg Myers (broad) | Found: 56 | Used: 27 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.0x,Moderate (±25%)
Stadium Club,1991,290,Mark Grace,Chicago Cubs,$0.54,$1.58,Stadium Club|1991|290|Mark Grace|Chicago Cubs,51,$1.58,$0.50,$2.80,51,$1.58,$0.00,N/A,Query: 1991 Stadium Club Mark Grace (broad) | Found: 84 | Used: 51 | API: 2 | Outliers: 6,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±28%)
Stadium Club,1991,297,Tom Brunansky,Boston Red Sox,$0.30,$1.62,Stadium Club|1991|297|Tom Brunansky|Boston Red Sox,26,$1.69,$0.99,$2.99,26,$1.62,$0.00,N/A,Query: 1991 Stadium Club Tom Brunansky (broad) | Found: 53 | Used: 26 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,3.2x,Moderate (±29%)
Stadium Club,1991,298,Checklist,,$0.33,$1.55,,124,$1.69,$0.99,$2.00,124,$1.55,$0.00,N/A,Query: 1991 Stadium Club Checklist (broad) | Found: 200 | Used: 124 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,3.1x,Moderate (±24%)
Stadium Club,1991,303,Harold Baines,Oakland Athletics,$0.06,$2.03,Stadium Club|1991|303|Harold Baines|Oakland Athletics,53,$1.80,$0.50,$5.00,53,$2.03,$0.00,N/A,Query: 1991 Stadium Club Harold Baines (broad) | Found: 104 | Used: 53 | API: 2 | Outliers: 6,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,4.1x,Volatile (±48%)
Stadium Club,1991,310,Andre Dawson,Chicago Cubs,$0.18,$2.03,Stadium Club|1991|310|Andre Dawson|Chicago Cubs,82,$1.85,$0.49,$5.00,82,$2.03,$0.00,N/A,Query: 1991 Stadium Club Andre Dawson (broad) | Found: 138 | Used: 82 | API: 2 | Outliers: 14,High Confidence,"Market Data (2 graded, 5 parallel adjusted)",10/26/2025,Common,4.1x,Volatile (±48%)
Stadium Club,1991,312,Bob Melvin,Baltimore Orioles,$0.29,$1.71,Stadium Club|1991|312|Bob Melvin|Baltimore Orioles,19,$1.71,$0.99,$2.99,19,$1.71,$0.00,N/A,Query: 1991 Stadium Club Bob Melvin | Found: 46 | Used: 19 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,3.4x,Moderate (±36%)
Stadium Club,1991,319,Roberto Kelly,New York Yankees,$0.30,$1.64,Stadium Club|1991|319|Roberto Kelly|New York Yankees,31,$1.59,$0.99,$3.00,31,$1.64,$0.00,N/A,Query: 1991 Stadium Club Roberto Kelly (broad) | Found: 54 | Used: 31 | API: 2 | Outliers: 3,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Moderate (±34%)
Stadium Club,1991,320,Mark Portugal,Houston Astros,$0.28,$1.55,Stadium Club|1991|320|Mark Portugal|Houston Astros,21,$1.49,$0.99,$2.99,21,$1.55,$0.00,N/A,Query: 1991 Stadium Club Mark Portugal | Found: 47 | Used: 21 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±35%)
Stadium Club,1991,324,Greg Harris,Boston Red Sox,$0.28,$1.54,Stadium Club|1991|324|Greg Harris|Boston Red Sox,50,$1.65,$0.99,$2.15,50,$1.54,$0.00,N/A,Query: 1991 Stadium Club Greg Harris (broad) | Found: 99 | Used: 50 | API: 2 | Outliers: 3,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±24%)
Stadium Club,1991,328,Eric King,Cleveland Indians,$0.33,$1.52,Stadium Club|1991|328|Eric King|Cleveland Indians,24,$1.49,$0.99,$2.99,24,$1.52,$0.00,N/A,Query: 1991 Stadium Club Eric King | Found: 47 | Used: 24 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.0x,Moderate (±39%)
Stadium Club,1991,329,Chili Davis,Minnesota Twins,$0.40,$1.54,Stadium Club|1991|329|Chili Davis|Minnesota Twins,38,$1.49,$0.50,$2.99,38,$1.54,$0.00,N/A,Query: 1991 Stadium Club Chili Davis (broad) | Found: 78 | Used: 38 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,3.1x,Volatile (±40%)
Stadium Club,1991,330,Anthony Telford,Baltimore Orioles,$0.30,$1.66,Stadium Club|1991|330|Anthony Telford|Baltimore Orioles,22,$1.85,$0.84,$2.40,22,$1.66,$0.00,N/A,Query: 1991 Stadium Club Anthony Telford (broad) | Found: 52 | Used: 22 | API: 2 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.3x,Moderate (±29%)
Stadium Club,1991,334,Bob Kipper,Pittsburgh Pirates,$0.29,$1.70,Stadium Club|1991|334|Bob Kipper|Pittsburgh Pirates,23,$1.85,$0.99,$2.99,23,$1.70,$0.00,N/A,Query: 1991 Stadium Club Bob Kipper (broad) | Found: 51 | Used: 23 | API: 2 | Outliers: 3,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.4x,Moderate (±32%)
Stadium Club,1991,342,Ken Griffey Sr,Seattle Mariners,$0.35,$2.93,Stadium Club|1991|342|Ken Griffey Sr|Seattle Mariners,47,$2.50,$0.50,$6.99,47,$2.93,$0.00,N/A,Query: 1991 Stadium Club Ken Griffey Sr (broad) | Found: 67 | Used: 47 | API: 2 | Outliers: 6,High Confidence,"Market Data (8 graded, 3 parallel adjusted)",10/26/2025,Common,5.9x,Volatile (±52%)
Stadium Club,1991,346,Dave Martinez,Montreal Expos,$0.31,$1.51,Stadium Club|1991|346|Dave Martinez|Montreal Expos,24,$1.55,$0.99,$2.99,24,$1.51,$0.00,N/A,Query: 1991 Stadium Club Dave Martinez | Found: 48 | Used: 24 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.0x,Moderate (±36%)
Stadium Club,1991,349,Todd Hundley,New York Mets,$0.29,$1.68,Stadium Club|1991|349|Todd Hundley|New York Mets,33,$1.55,$0.99,$2.99,33,$1.68,$0.00,N/A,Query: 1991 Stadium Club Todd Hundley (broad) | Found: 56 | Used: 33 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.4x,Moderate (±35%)
Stadium Club,1991,352,Steve Searcy,Detroit Tigers,$0.28,$1.63,Stadium Club|1991|352|Steve Searcy|Detroit Tigers,19,$1.55,$0.99,$2.99,19,$1.63,$0.00,N/A,Query: 1991 Stadium Club Steve Searcy | Found: 50 | Used: 19 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,3.3x,Moderate (±34%)
Stadium Club,1991,353,Gary Gaetti,Anaheim Angels,$0.36,$1.68,Stadium Club|1991|353|Gary Gaetti|Anaheim Angels,28,$1.75,$0.99,$3.00,28,$1.68,$0.00,N/A,Query: 1991 Stadium Club Gary Gaetti (broad) | Found: 55 | Used: 28 | API: 2 | Outliers: 2,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/26/2025,Common,3.4x,Moderate (±36%)
Stadium Club,1991,353,Gary Gaetti,Anaheim Angels,$0.36,$1.68,Stadium Club|1991|353|Gary Gaetti|Anaheim Angels,28,$1.75,$0.99,$3.00,28,$1.68,$0.00,N/A,Query: 1991 Stadium Club Gary Gaetti (broad) | Found: 55 | Used: 28 | API: 2 | Outliers: 2,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/26/2025,Common,3.4x,Moderate (±36%)
Stadium Club,1991,356,Dave Righetti,San Francisco Giants,$0.25,$1.61,Stadium Club|1991|356|Dave Righetti|San Francisco Giants,21,$1.59,$0.50,$2.99,21,$1.61,$0.00,N/A,Query: 1991 Stadium Club Dave Righetti | Found: 47 | Used: 21 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,3.2x,Volatile (±42%)
Stadium Club,1991,361,Lee Guetterman,New York Yankees,$0.33,$1.54,Stadium Club|1991|361|Lee Guetterman|New York Yankees,18,$1.64,$0.99,$2.99,18,$1.54,$0.00,N/A,Query: 1991 Stadium Club Lee Guetterman | Found: 47 | Used: 18 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,3.1x,Moderate (±37%)
Stadium Club,1991,365,John Smoltz,Atlanta Braves,$0.50,$1.58,Stadium Club|1991|365|John Smoltz|Atlanta Braves,85,$1.59,$0.50,$3.00,85,$1.58,$0.00,N/A,Query: 1991 Stadium Club John Smoltz (broad) | Found: 141 | Used: 85 | API: 2 | Outliers: 9,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±36%)
Stadium Club,1991,374,Rob Ducey,Toronto Blue Jays,$0.25,$1.71,Stadium Club|1991|374|Rob Ducey|Toronto Blue Jays,20,$1.99,$0.99,$2.99,20,$1.71,$0.00,N/A,Query: 1991 Stadium Club Rob Ducey (broad) | Found: 51 | Used: 20 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,3.4x,Moderate (±39%)
Stadium Club,1991,374,Rob Ducey,Toronto Blue Jays,$0.25,$1.71,Stadium Club|1991|374|Rob Ducey|Toronto Blue Jays,20,$1.99,$0.99,$2.99,20,$1.71,$0.00,N/A,Query: 1991 Stadium Club Rob Ducey (broad) | Found: 51 | Used: 20 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,3.4x,Moderate (±39%)
Stadium Club,1991,380,Jose Mesa,Baltimore Orioles,$0.27,$1.64,Stadium Club|1991|380|Jose Mesa|Baltimore Orioles,18,$1.80,$0.84,$2.99,18,$1.64,$0.00,N/A,Query: 1991 Stadium Club Jose Mesa | Found: 44 | Used: 18 | API: 1 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,3.3x,Moderate (±36%)
Stadium Club,1991,389,Brett Butler,Los Angeles Dodgers,$0.40,$1.53,Stadium Club|1991|389|Brett Butler|Los Angeles Dodgers,23,$1.49,$0.99,$2.99,23,$1.53,$0.00,N/A,Query: 1991 Stadium Club Brett Butler (broad) | Found: 65 | Used: 23 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,3.1x,Moderate (±35%)
Stadium Club,1991,392,Alex Cole,Cleveland Indians,$0.28,$2.02,Stadium Club|1991|392|Alex Cole|Cleveland Indians,26,$1.99,$0.84,$3.50,26,$2.02,$0.00,N/A,Query: 1991 Stadium Club Alex Cole (broad) | Found: 56 | Used: 26 | API: 2 | Outliers: 5,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,4.0x,Moderate (±38%)
Stadium Club,1991,419,Steve Farr,New York Yankees,$0.30,$1.41,Stadium Club|1991|419|Steve Farr|New York Yankees,26,$1.00,$0.99,$2.97,26,$1.41,$0.00,N/A,Query: 1991 Stadium Club Steve Farr | Found: 48 | Used: 26 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,2.8x,Volatile (±43%)
Stadium Club,1991,419,Steve Farr,New York Yankees,$0.30,$1.41,Stadium Club|1991|419|Steve Farr|New York Yankees,26,$1.00,$0.99,$2.97,26,$1.41,$0.00,N/A,Query: 1991 Stadium Club Steve Farr | Found: 48 | Used: 26 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,2.8x,Volatile (±43%)
Stadium Club,1991,424,Gary Carter,Los Angeles Dodgers,$0.39,$2.20,Stadium Club|1991|424|Gary Carter|Los Angeles Dodgers,50,$1.69,$0.50,$8.99,50,$2.20,$0.00,N/A,Query: 1991 Stadium Club Gary Carter (broad) | Found: 90 | Used: 50 | API: 2 | Outliers: 9,High Confidence,"Market Data (5 graded, 3 parallel adjusted)",10/26/2025,Common,4.4x,Volatile (±72%)
Stadium Club,1991,425,Glenallen Hill,Toronto Blue Jays,$0.27,$1.53,Stadium Club|1991|425|Glenallen Hill|Toronto Blue Jays,25,$1.09,$0.99,$3.00,25,$1.53,$0.00,N/A,Query: 1991 Stadium Club Glenallen Hill | Found: 49 | Used: 25 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.1x,Moderate (±40%)
Stadium Club,1991,432,Ernie Riles,Oakland Athletics,$0.30,$1.65,Stadium Club|1991|432|Ernie Riles|Oakland Athletics,21,$1.79,$0.99,$2.99,21,$1.65,$0.00,N/A,Query: 1991 Stadium Club Ernie Riles | Found: 31 | Used: 21 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,3.3x,Moderate (±34%)
Stadium Club,1991,434,Casey Candaele,Houston Astros,$0.30,$1.61,Stadium Club|1991|434|Casey Candaele|Houston Astros,24,$1.70,$0.99,$2.99,24,$1.61,$0.00,N/A,Query: 1991 Stadium Club Casey Candaele (broad) | Found: 54 | Used: 24 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,3.2x,Moderate (±32%)
